; Derived from insns.dat, the table of instructions for the Netwide Assembler. See license

Basic Instructions
---------------------------------------------------------------------------------------------------------------
| Class      | Operands                | Code                        | Flags                      |
| VPXORD            | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.66.0f.w0 ef /r ]          | AVX512VL,AVX512          |
| VPXORD            | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.66.0f.w0 ef /r ]          | AVX512VL,AVX512          |
| VPXORD            | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.66.0f.w0 ef /r ]          | AVX512                   |
| VPXORQ            | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 ef /r ]          | AVX512VL,AVX512          |
| VPXORQ            | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 ef /r ]          | AVX512VL,AVX512          |
| VPXORQ            | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f.w1 ef /r ]          | AVX512                   |
| VRANGEPD          | xmmreg^mask^z,xmmreg*,xmmrm128^b64,imm8     | [rvmi:fv: evex.nds.128.66.0f3a.w1 50 /r ib ]    | AVX512VL,AVX512DQ        |
| VRANGEPD          | ymmreg^mask^z,ymmreg*,ymmrm256^b64,imm8     | [rvmi:fv: evex.nds.256.66.0f3a.w1 50 /r ib ]    | AVX512VL,AVX512DQ        |
| VRANGEPD          | zmmreg^mask^z,zmmreg*,zmmrm512^b64^sae,imm8 | [rvmi:fv: evex.nds.512.66.0f3a.w1 50 /r ib ]    | AVX512DQ                 |
| VRANGEPS          | xmmreg^mask^z,xmmreg*,xmmrm128^b32,imm8     | [rvmi:fv: evex.nds.128.66.0f3a.w0 50 /r ib ]    | AVX512VL,AVX512DQ        |
| VRANGEPS          | ymmreg^mask^z,ymmreg*,ymmrm256^b32,imm8     | [rvmi:fv: evex.nds.256.66.0f3a.w0 50 /r ib ]    | AVX512VL,AVX512DQ        |
| VRANGEPS          | zmmreg^mask^z,zmmreg*,zmmrm512^b32^sae,imm8 | [rvmi:fv: evex.nds.512.66.0f3a.w0 50 /r ib ]    | AVX512DQ                 |
| VRANGESD          | xmmreg^mask^z,xmmreg*,xmmrm64^sae,imm8      | [rvmi:t1s: evex.nds.128.66.0f3a.w1 51 /r ib ]   | AVX512DQ                 |
| VRANGESS          | xmmreg^mask^z,xmmreg*,xmmrm32^sae,imm8      | [rvmi:t1s: evex.nds.128.66.0f3a.w0 51 /r ib ]   | AVX512DQ                 |
| VRCP14PD          | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.66.0f38.w1 4c /r ]             | AVX512VL,AVX512          |
| VRCP14PD          | ymmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.66.0f38.w1 4c /r ]             | AVX512VL,AVX512          |
| VRCP14PD          | zmmreg^mask^z,zmmrm512^b64                  | [rm:fv: evex.512.66.0f38.w1 4c /r ]             | AVX512                   |
| VRCP14PS          | xmmreg^mask^z,xmmrm128^b32                  | [rm:fv: evex.128.66.0f38.w0 4c /r ]             | AVX512VL,AVX512          |
| VRCP14PS          | ymmreg^mask^z,ymmrm256^b32                  | [rm:fv: evex.256.66.0f38.w0 4c /r ]             | AVX512VL,AVX512          |
| VRCP14PS          | zmmreg^mask^z,zmmrm512^b32                  | [rm:fv: evex.512.66.0f38.w0 4c /r ]             | AVX512                   |
| VRCP14SD          | xmmreg^mask^z,xmmreg*,xmmrm64               | [rvm:t1s: evex.nds.128.66.0f38.w1 4d /r ]       | AVX512                   |
| VRCP14SS          | xmmreg^mask^z,xmmreg*,xmmrm32               | [rvm:t1s: evex.nds.128.66.0f38.w0 4d /r ]       | AVX512                   |
| VRCP28PD          | zmmreg^mask^z,zmmrm512^b64^sae              | [rm:fv: evex.512.66.0f38.w1 ca /r ]             | AVX512ER                 |
| VRCP28PS          | zmmreg^mask^z,zmmrm512^b32^sae              | [rm:fv: evex.512.66.0f38.w0 ca /r ]             | AVX512ER                 |
| VRCP28SD          | xmmreg^mask^z,xmmreg*,xmmrm64^sae           | [rvm:t1s: evex.nds.128.66.0f38.w1 cb /r ]       | AVX512ER                 |
| VRCP28SS          | xmmreg^mask^z,xmmreg*,xmmrm32^sae           | [rvm:t1s: evex.nds.128.66.0f38.w0 cb /r ]       | AVX512ER                 |
| VREDUCEPD         | xmmreg^mask^z,xmmrm128^b64,imm8             | [rmi:fv: evex.128.66.0f3a.w1 56 /r ib ]         | AVX512VL,AVX512DQ        |
| VREDUCEPD         | ymmreg^mask^z,ymmrm256^b64,imm8             | [rmi:fv: evex.256.66.0f3a.w1 56 /r ib ]         | AVX512VL,AVX512DQ        |
| VREDUCEPD         | zmmreg^mask^z,zmmrm512^b64^sae,imm8         | [rmi:fv: evex.512.66.0f3a.w1 56 /r ib ]         | AVX512DQ                 |
| VREDUCEPS         | xmmreg^mask^z,xmmrm128^b32,imm8             | [rmi:fv: evex.128.66.0f3a.w0 56 /r ib ]         | AVX512VL,AVX512DQ        |
| VREDUCEPS         | ymmreg^mask^z,ymmrm256^b32,imm8             | [rmi:fv: evex.256.66.0f3a.w0 56 /r ib ]         | AVX512VL,AVX512DQ        |
| VREDUCEPS         | zmmreg^mask^z,zmmrm512^b32^sae,imm8         | [rmi:fv: evex.512.66.0f3a.w0 56 /r ib ]         | AVX512DQ                 |
| VREDUCESD         | xmmreg^mask^z,xmmreg*,xmmrm64^sae,imm8      | [rvmi:t1s: evex.nds.128.66.0f3a.w1 57 /r ib ]   | AVX512DQ                 |
| VREDUCESS         | xmmreg^mask^z,xmmreg*,xmmrm32^sae,imm8      | [rvmi:t1s: evex.nds.128.66.0f3a.w0 57 /r ib ]   | AVX512DQ                 |
| VRNDSCALEPD       | xmmreg^mask^z,xmmrm128^b64,imm8             | [rmi:fv: evex.128.66.0f3a.w1 09 /r ib ]         | AVX512VL,AVX512          |
| VRNDSCALEPD       | ymmreg^mask^z,ymmrm256^b64,imm8             | [rmi:fv: evex.256.66.0f3a.w1 09 /r ib ]         | AVX512VL,AVX512          |
| VRNDSCALEPD       | zmmreg^mask^z,zmmrm512^b64^sae,imm8         | [rmi:fv: evex.512.66.0f3a.w1 09 /r ib ]         | AVX512                   |
| VRNDSCALEPS       | xmmreg^mask^z,xmmrm128^b32,imm8             | [rmi:fv: evex.128.66.0f3a.w0 08 /r ib ]         | AVX512VL,AVX512          |
| VRNDSCALEPS       | ymmreg^mask^z,ymmrm256^b32,imm8             | [rmi:fv: evex.256.66.0f3a.w0 08 /r ib ]         | AVX512VL,AVX512          |
| VRNDSCALEPS       | zmmreg^mask^z,zmmrm512^b32^sae,imm8         | [rmi:fv: evex.512.66.0f3a.w0 08 /r ib ]         | AVX512                   |
| VRNDSCALESD       | xmmreg^mask^z,xmmreg*,xmmrm64^sae,imm8      | [rvmi:t1s: evex.nds.128.66.0f3a.w1 0b /r ib ]   | AVX512                   |
| VRNDSCALESS       | xmmreg^mask^z,xmmreg*,xmmrm32^sae,imm8      | [rvmi:t1s: evex.nds.128.66.0f3a.w0 0a /r ib ]   | AVX512                   |
| VRSQRT14PD        | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.66.0f38.w1 4e /r ]             | AVX512VL,AVX512          |
| VRSQRT14PD        | ymmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.66.0f38.w1 4e /r ]             | AVX512VL,AVX512          |
| VRSQRT14PD        | zmmreg^mask^z,zmmrm512^b64                  | [rm:fv: evex.512.66.0f38.w1 4e /r ]             | AVX512                   |
| VRSQRT14PS        | xmmreg^mask^z,xmmrm128^b32                  | [rm:fv: evex.128.66.0f38.w0 4e /r ]             | AVX512VL,AVX512          |
| VRSQRT14PS        | ymmreg^mask^z,ymmrm256^b32                  | [rm:fv: evex.256.66.0f38.w0 4e /r ]             | AVX512VL,AVX512          |
| VRSQRT14PS        | zmmreg^mask^z,zmmrm512^b32                  | [rm:fv: evex.512.66.0f38.w0 4e /r ]             | AVX512                   |
| VRSQRT14SD        | xmmreg^mask^z,xmmreg*,xmmrm64               | [rvm:t1s: evex.nds.128.66.0f38.w1 4f /r ]       | AVX512                   |
| VRSQRT14SS        | xmmreg^mask^z,xmmreg*,xmmrm32               | [rvm:t1s: evex.nds.128.66.0f38.w0 4f /r ]       | AVX512                   |
| VRSQRT28PD        | zmmreg^mask^z,zmmrm512^b64^sae              | [rm:fv: evex.512.66.0f38.w1 cc /r ]             | AVX512ER                 |
| VRSQRT28PS        | zmmreg^mask^z,zmmrm512^b32^sae              | [rm:fv: evex.512.66.0f38.w0 cc /r ]             | AVX512ER                 |
| VRSQRT28SD        | xmmreg^mask^z,xmmreg*,xmmrm64^sae           | [rvm:t1s: evex.nds.128.66.0f38.w1 cd /r ]       | AVX512ER                 |
| VRSQRT28SS        | xmmreg^mask^z,xmmreg*,xmmrm32^sae           | [rvm:t1s: evex.nds.128.66.0f38.w0 cd /r ]       | AVX512ER                 |
| VSCALEFPD         | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f38.w1 2c /r ]        | AVX512VL,AVX512          |
| VSCALEFPD         | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f38.w1 2c /r ]        | AVX512VL,AVX512          |
| VSCALEFPD         | zmmreg^mask^z,zmmreg*,zmmrm512^b64^er       | [rvm:fv: evex.nds.512.66.0f38.w1 2c /r ]        | AVX512                   |
| VSCALEFPS         | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.66.0f38.w0 2c /r ]        | AVX512VL,AVX512          |
| VSCALEFPS         | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.66.0f38.w0 2c /r ]        | AVX512VL,AVX512          |
| VSCALEFPS         | zmmreg^mask^z,zmmreg*,zmmrm512^b32^er       | [rvm:fv: evex.nds.512.66.0f38.w0 2c /r ]        | AVX512                   |
| VSCALEFSD         | xmmreg^mask^z,xmmreg*,xmmrm64^er            | [rvm:t1s: evex.nds.128.66.0f38.w1 2d /r ]       | AVX512                   |
| VSCALEFSS         | xmmreg^mask^z,xmmreg*,xmmrm32^er            | [rvm:t1s: evex.nds.128.66.0f38.w0 2d /r ]       | AVX512                   |
| VSCATTERDPD       | xmem64^mask,xmmreg                          | [mr:t1s: vsibx evex.128.66.0f38.w1 a2 /r ]      | AVX512VL,AVX512          |
| VSCATTERDPD       | xmem64^mask,ymmreg                          | [mr:t1s: vsibx evex.256.66.0f38.w1 a2 /r ]      | AVX512VL,AVX512          |
| VSCATTERDPD       | ymem64^mask,zmmreg                          | [mr:t1s: vsiby evex.512.66.0f38.w1 a2 /r ]      | AVX512                   |
| VSCATTERDPS       | xmem32^mask,xmmreg                          | [mr:t1s: vsibx evex.128.66.0f38.w0 a2 /r ]      | AVX512VL,AVX512          |
| VSCATTERDPS       | ymem32^mask,ymmreg                          | [mr:t1s: vsiby evex.256.66.0f38.w0 a2 /r ]      | AVX512VL,AVX512          |
| VSCATTERDPS       | zmem32^mask,zmmreg                          | [mr:t1s: vsibz evex.512.66.0f38.w0 a2 /r ]      | AVX512                   |
| VSCATTERPF0DPD    | ymem64^mask                                 | [m:t1s: vsiby evex.512.66.0f38.w1 c6 /5 ]       | AVX512PF                 |
| VSCATTERPF0DPS    | zmem32^mask                                 | [m:t1s: vsibz evex.512.66.0f38.w0 c6 /5 ]       | AVX512PF                 |
| VSCATTERPF0QPD    | zmem64^mask                                 | [m:t1s: vsibz evex.512.66.0f38.w1 c7 /5 ]       | AVX512PF                 |
| VSCATTERPF0QPS    | zmem32^mask                                 | [m:t1s: vsibz evex.512.66.0f38.w0 c7 /5 ]       | AVX512PF                 |
| VSCATTERPF1DPD    | ymem64^mask                                 | [m:t1s: vsiby evex.512.66.0f38.w1 c6 /6 ]       | AVX512PF                 |
| VSCATTERPF1DPS    | zmem32^mask                                 | [m:t1s: vsibz evex.512.66.0f38.w0 c6 /6 ]       | AVX512PF                 |
| VSCATTERPF1QPD    | zmem64^mask                                 | [m:t1s: vsibz evex.512.66.0f38.w1 c7 /6 ]       | AVX512PF                 |
| VSCATTERPF1QPS    | zmem32^mask                                 | [m:t1s: vsibz evex.512.66.0f38.w0 c7 /6 ]       | AVX512PF                 |
| VSCATTERQPD       | xmem64^mask,xmmreg                          | [mr:t1s: vsibx evex.128.66.0f38.w1 a3 /r ]      | AVX512VL,AVX512          |
| VSCATTERQPD       | ymem64^mask,ymmreg                          | [mr:t1s: vsiby evex.256.66.0f38.w1 a3 /r ]      | AVX512VL,AVX512          |
| VSCATTERQPD       | zmem64^mask,zmmreg                          | [mr:t1s: vsibz evex.512.66.0f38.w1 a3 /r ]      | AVX512                   |
| VSCATTERQPS       | xmem32^mask,xmmreg                          | [mr:t1s: vsibx evex.128.66.0f38.w0 a3 /r ]      | AVX512VL,AVX512          |
| VSCATTERQPS       | ymem32^mask,xmmreg                          | [mr:t1s: vsiby evex.256.66.0f38.w0 a3 /r ]      | AVX512VL,AVX512          |
| VSCATTERQPS       | zmem32^mask,ymmreg                          | [mr:t1s: vsibz evex.512.66.0f38.w0 a3 /r ]      | AVX512                   |
| VSHUFF32X4        | ymmreg^mask^z,ymmreg*,ymmrm256^b32,imm8     | [rvmi:fv: evex.nds.256.66.0f3a.w0 23 /r ib ]    | AVX512VL,AVX512          |
| VSHUFF32X4        | zmmreg^mask^z,zmmreg*,zmmrm512^b32,imm8     | [rvmi:fv: evex.nds.512.66.0f3a.w0 23 /r ib ]    | AVX512                   |
| VSHUFF64X2        | ymmreg^mask^z,ymmreg*,ymmrm256^b64,imm8     | [rvmi:fv: evex.nds.256.66.0f3a.w1 23 /r ib ]    | AVX512VL,AVX512          |
| VSHUFF64X2        | zmmreg^mask^z,zmmreg*,zmmrm512^b64,imm8     | [rvmi:fv: evex.nds.512.66.0f3a.w1 23 /r ib ]    | AVX512                   |
| VSHUFI32X4        | ymmreg^mask^z,ymmreg*,ymmrm256^b32,imm8     | [rvmi:fv: evex.nds.256.66.0f3a.w0 43 /r ib ]    | AVX512VL,AVX512          |
| VSHUFI32X4        | zmmreg^mask^z,zmmreg*,zmmrm512^b32,imm8     | [rvmi:fv: evex.nds.512.66.0f3a.w0 43 /r ib ]    | AVX512                   |
| VSHUFI64X2        | ymmreg^mask^z,ymmreg*,ymmrm256^b64,imm8     | [rvmi:fv: evex.nds.256.66.0f3a.w1 43 /r ib ]    | AVX512VL,AVX512          |
| VSHUFI64X2        | zmmreg^mask^z,zmmreg*,zmmrm512^b64,imm8     | [rvmi:fv: evex.nds.512.66.0f3a.w1 43 /r ib ]    | AVX512                   |
| VSHUFPD           | xmmreg^mask^z,xmmreg*,xmmrm128^b64,imm8     | [rvmi:fv: evex.nds.128.66.0f.w1 c6 /r ib ]      | AVX512VL,AVX512          |
| VSHUFPD           | ymmreg^mask^z,ymmreg*,ymmrm256^b64,imm8     | [rvmi:fv: evex.nds.256.66.0f.w1 c6 /r ib ]      | AVX512VL,AVX512          |
| VSHUFPD           | zmmreg^mask^z,zmmreg*,zmmrm512^b64,imm8     | [rvmi:fv: evex.nds.512.66.0f.w1 c6 /r ib ]      | AVX512                   |
| VSHUFPS           | xmmreg^mask^z,xmmreg*,xmmrm128^b32,imm8     | [rvmi:fv: evex.nds.128.0f.w0 c6 /r ib ]         | AVX512VL,AVX512          |
| VSHUFPS           | ymmreg^mask^z,ymmreg*,ymmrm256^b32,imm8     | [rvmi:fv: evex.nds.256.0f.w0 c6 /r ib ]         | AVX512VL,AVX512          |
| VSHUFPS           | zmmreg^mask^z,zmmreg*,zmmrm512^b32,imm8     | [rvmi:fv: evex.nds.512.0f.w0 c6 /r ib ]         | AVX512                   |
| VSQRTPD           | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.66.0f.w1 51 /r ]               | AVX512VL,AVX512          |
| VSQRTPD           | ymmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.66.0f.w1 51 /r ]               | AVX512VL,AVX512          |
| VSQRTPD           | zmmreg^mask^z,zmmrm512^b64^er               | [rm:fv: evex.512.66.0f.w1 51 /r ]               | AVX512                   |
| VSQRTPS           | xmmreg^mask^z,xmmrm128^b32                  | [rm:fv: evex.128.0f.w0 51 /r ]                  | AVX512VL,AVX512          |
| VSQRTPS           | ymmreg^mask^z,ymmrm256^b32                  | [rm:fv: evex.256.0f.w0 51 /r ]                  | AVX512VL,AVX512          |
| VSQRTPS           | zmmreg^mask^z,zmmrm512^b32^er               | [rm:fv: evex.512.0f.w0 51 /r ]                  | AVX512                   |
| VSQRTSD           | xmmreg^mask^z,xmmreg*,xmmrm64^er            | [rvm:t1s: evex.nds.128.f2.0f.w1 51 /r ]         | AVX512                   |
| VSQRTSS           | xmmreg^mask^z,xmmreg*,xmmrm32^er            | [rvm:t1s: evex.nds.128.f3.0f.w0 51 /r ]         | AVX512                   |
| VSUBPD            | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 5c /r ]          | AVX512VL,AVX512          |
| VSUBPD            | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 5c /r ]          | AVX512VL,AVX512          |
| VSUBPD            | zmmreg^mask^z,zmmreg*,zmmrm512^b64^er       | [rvm:fv: evex.nds.512.66.0f.w1 5c /r ]          | AVX512                   |
| VSUBPS            | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.0f.w0 5c /r ]             | AVX512VL,AVX512          |
| VSUBPS            | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.0f.w0 5c /r ]             | AVX512VL,AVX512          |
| VSUBPS            | zmmreg^mask^z,zmmreg*,zmmrm512^b32^er       | [rvm:fv: evex.nds.512.0f.w0 5c /r ]             | AVX512                   |
| VSUBSD            | xmmreg^mask^z,xmmreg*,xmmrm64^er            | [rvm:t1s: evex.nds.128.f2.0f.w1 5c /r ]         | AVX512                   |
| VSUBSS            | xmmreg^mask^z,xmmreg*,xmmrm32^er            | [rvm:t1s: evex.nds.128.f3.0f.w0 5c /r ]         | AVX512                   |
| VUCOMISD          | xmmreg,xmmrm64^sae                          | [rm:t1s: evex.128.66.0f.w1 2e /r ]              | AVX512                   |
| VUCOMISS          | xmmreg,xmmrm32^sae                          | [rm:t1s: evex.128.0f.w0 2e /r ]                 | AVX512                   |
| VUNPCKHPD         | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 15 /r ]          | AVX512VL,AVX512          |
| VUNPCKHPD         | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 15 /r ]          | AVX512VL,AVX512          |
| VUNPCKHPD         | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f.w1 15 /r ]          | AVX512                   |
| VUNPCKHPS         | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.0f.w0 15 /r ]             | AVX512VL,AVX512          |
| VUNPCKHPS         | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.0f.w0 15 /r ]             | AVX512VL,AVX512          |
| VUNPCKHPS         | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.0f.w0 15 /r ]             | AVX512                   |
| VUNPCKLPD         | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 14 /r ]          | AVX512VL,AVX512          |
| VUNPCKLPD         | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 14 /r ]          | AVX512VL,AVX512          |
| VUNPCKLPD         | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f.w1 14 /r ]          | AVX512                   |
| VUNPCKLPS         | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.0f.w0 14 /r ]             | AVX512VL,AVX512          |
| VUNPCKLPS         | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.0f.w0 14 /r ]             | AVX512VL,AVX512          |
| VUNPCKLPS         | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.0f.w0 14 /r ]             | AVX512                   |
| VXORPD            | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 57 /r ]          | AVX512VL,AVX512DQ        |
| VXORPD            | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 57 /r ]          | AVX512VL,AVX512DQ        |
| VXORPD            | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f.w1 57 /r ]          | AVX512DQ                 |
| VXORPS            | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.0f.w0 57 /r ]             | AVX512VL,AVX512DQ        |
| VXORPS            | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.0f.w0 57 /r ]             | AVX512VL,AVX512DQ        |
| VXORPS            | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.0f.w0 57 /r ]             | AVX512DQ                 |
| RDPKRU            | void                                        | [0f 01 ee]                                      | X64                      |
| WRPKRU            | void                                        | [0f 01 ef]                                      | X64                      |
| RDPID             | reg32                                       | [m: f3 0f c7 /7]                                | NOLONG                   |
| RDPID             | reg64                                       | [m: o64nw f3 0f c7 /7]                          | X64                      |
| RDPID             | reg32                                       | [m: f3 0f c7 /7]                                | X64,UNDOC                |
| CLFLUSHOPT        | mem                                         | [m: 66 0f ae /7]                                | FUTURE                   |
| CLWB              | mem                                         | [m:  66 0f ae /6]                               | FUTURE                   |
| CLZERO            | void                                        | [0f 01 fc]                                      | FUTURE,AMD               |
| CLZERO            | reg_ax                                      | [-: a16 0f 01 fc]                               | FUTURE,AMD,ND,NOLONG     |
| CLZERO            | reg_eax                                     | [-: a32 0f 01 fc]                               | FUTURE,AMD,ND            |
| CLZERO            | reg_rax                                     | [-: a64 0f 01 fc]                               | FUTURE,AMD,ND,X64        |
| PTWRITE           | rm32                                        | [m: np 0f ae /4]                                | FUTURE                   |
| PTWRITE           | rm64                                        | [m: o64 np 0f ae /4]                            | X64                      |
